artist,count,cover,title,title(artist)
브라운 아이즈,11,쏘쎄,벌써 일년,♪벌써 일년(브라운 아이즈)
알리,11,쏘쎄,별 짓 다해봤는데,♪별 짓 다해봤는데(알리)
윤하,11,쏘쎄,비가 내리는 날에는,♪비가 내리는 날에는(윤하)
윤하,11,쏘쎄,비밀번호 486,♪비밀번호 486(윤하)
장윤정,11,쏘쎄,사랑아,♪사랑아(장윤정)
린,11,쏘쎄,실화,♪실화(린)
아이유,11,쏘쎄,아이와 나의 바다,♪아이와 나의 바다(아이유)
KCM,11,쏘쎄,알아요,♪알아요(KCM)
김광석,11,쏘쎄,어느 60대 노부부 이야기,♪어느 60대 노부부 이야기(김광석)
란,11,쏘쎄,어쩌다가,♪어쩌다가(란)
"임세준, 벤",11,쏘쎄,오늘은 가지마,"♪오늘은 가지마(임세준, 벤)"
임영웅,11,쏘,우리들의 블루스,♪우리들의 블루스(임영웅)
지아,11,쏘쎄,웃어줄래,♪웃어줄래(지아)
애즈원,11,쏘쎄,원하고 원망하죠,♪원하고 원망하죠(애즈원)
임영웅,11,쏘쎄,이제 나만 믿어요,♪이제 나만 믿어요(임영웅)
이지훈,11,쏘쎄,인형(Duet. 신혜성),♪인형(Duet 신혜성)(이지훈)
지아,11,쏘쎄,일 년째,♪일 년째(지아)
김건모,11,쏘쎄,잘못된 만남,♪잘못된 만남(김건모)
윤종신,11,쏘쎄,좋니,♪좋니(윤종신)
다비치,11,쏘쎄,행복해서 미안해,♪행복해서 미안해(다비치)
Mariah Carey,10,쏘쎄,All I Want for Christmas Is You,♪All I Want for Christmas Is You(Mariah Carey)
IVE(아이브),10,쏘쎄,LOVE DIVE,♪LOVE DIVE(IVE(아이브))
아이유,10,쏘쎄,Love Poem,♪Love Poem(아이유)
Nat King Cole,10,쏘,L-O-V-E,♪L-O-V-E(Nat King Cole)
울랄라세션,10,쏘쎄,Swing Baby,♪Swing Baby(울랄라세션)
지아,10,쏘쎄,가끔,♪가끔(지아)
수지,10,쏘쎄,겨울아이,♪겨울아이(수지)
거미,10,쏘쎄,그대 돌아오면,♪그대 돌아오면(거미)
김나영,10,쏘,꺼내본다,♪꺼내본다(김나영)
거미,10,쏘쎄,날 그만 잊어요,♪날 그만 잊어요(거미)
김연지,10,쏘,내 맘(Mom),♪내 맘(Mom)(김연지)
어반자카파,10,쏘쎄,널 사랑하지 않아,♪널 사랑하지 않아(어반자카파)
소녀시대,10,쏘쎄,다시 만난 세계,♪다시 만난 세계(소녀시대)
하현상,10,쏘쎄,등대,♪등대(하현상)
BLACKPINK(블랙핑크),10,쏘쎄,마지막처럼,♪마지막처럼(BLACKPINK(블랙핑크))
자우림,10,쏘쎄,매직 카펫 라이드,♪매직 카펫 라이드(자우림)
김현정,10,쏘쎄,멍,♪멍(김현정)
이은하,10,쏘쎄,미소를 띄우며 나를 보낸 그 모습처럼,♪미소를 띄우며 나를 보낸 그 모습처럼(이은하)
먼데이 키즈,10,쏘쎄,발자국,♪발자국(먼데이 키즈)
V.O.S,10,쏘쎄,보고싶은 날엔..,♪보고싶은 날엔..(V.O.S)
장기하,10,쏘쎄,부럽지가 않어,♪부럽지가 않어(장기하)
로이킴,10,쏘쎄,북두칠성,♪북두칠성(로이킴)
부활,10,쏘,비밀(Special Vocal. 박완규),♪비밀(Special Vocal. 박완규)(부활)
FTISLAND,10,쏘쎄,사랑앓이,♪사랑앓이(FTISLAND)
홍진영,10,쏘쎄,사랑의 배터리,♪사랑의 배터리(홍진영)
태연,10,쏘쎄,사랑해요,♪사랑해요(태연)
우디,10,쏘쎄,사막에서 꽃을 피우듯,♪사막에서 꽃을 피우듯(우디)
SG 워너비,10,쏘쎄,살다가,♪살다가(SG 워너비)
바이브,10,쏘쎄,술이야,♪술이야(바이브)
쿨,10,쏘쎄,아로하,♪아로하(쿨)
김경호,10,쏘쎄,아름답게 사랑하는 날까지(금지된 사랑 Ⅱ),♪아름답게 사랑하는 날까지(금지된 사랑 Ⅱ)(김경호)
양파,10,쏘쎄,애송이의 사랑,♪애송이의 사랑(양파)
박효신,10,쏘쎄,야생화,♪야생화(박효신)
에일리,10,쏘쎄,얼음꽃,♪얼음꽃(에일리)
"씨야, 다비치, 티아라",10,쏘쎄,여성시대,"♪여성시대(씨야, 다비치, 티아라)"
체리 필터,10,쏘쎄,오리 날다,♪오리 날다(체리 필터)
지아,10,쏘쎄,웃음만..,♪웃음만..(지아)
izi,10,쏘쎄,응급실,♪응급실(izi)
박정현,10,쏘쎄,이젠 그랬으면 좋겠네,♪이젠 그랬으면 좋겠네(박정현)
린,10,쏘쎄,자기야 여보야 사랑아,♪자기야 여보야 사랑아(린)
김범수,10,쏘쎄,제발,♪제발(김범수)
동방신기,10,쏘쎄,주문-MIROTIC,♪주문-MIROTIC(동방신기)
윤수현,10,쏘쎄,천태만상,♪천태만상(윤수현)
조PD,10,쏘쎄,친구여(Feat. 인순이),♪친구여(Feat. 인순이)(조PD)
에코,10,쏘쎄,행복한 나를,♪행복한 나를(에코)
V.O.S,9,쏘쎄,Beautiful Life,♪Beautiful Life(V.O.S)
박효신,9,쏘쎄,Goodbye,♪Goodbye(박효신)
마마무,9,쏘쎄,HIP,♪HIP(마마무)
다비치,9,쏘쎄,Hot Stuff,♪Hot Stuff(다비치)
MC몽,9,쏘쎄,I Love U Oh Thank U(Feat. 김태우 Of God),♪I Love U Oh Thank U(Feat. 김태우 Of God)(MC몽)
오윤혜,9,쏘쎄,I Wish,♪I Wish(오윤혜)
싸이,9,쏘쎄,Right Now,♪Right Now(싸이)
Naomi Scott,9,쏘,Speechless,♪Speechless(Naomi Scott)
하진,9,쏘쎄,We All Lie,♪We All Lie(하진)
나얼,9,쏘쎄,같은 시간 속의 너,♪같은 시간 속의 너(나얼)
빅마마,9,쏘쎄,거부,♪거부(빅마마)
나얼,9,쏘쎄,귀로,♪귀로(나얼)
양파,9,쏘쎄,그대를 알고,♪그대를 알고(양파)
넬,9,쏘쎄,기억을 걷는 시간,♪기억을 걷는 시간(넬)
김경호,9,쏘쎄,나를 슬프게 하는 사람들,♪나를 슬프게 하는 사람들(김경호)
아이유,9,쏘쎄,나만 몰랐던 이야기,♪나만 몰랐던 이야기(아이유)
지아,9,쏘쎄,나쁜 버릇,♪나쁜 버릇(지아)
버즈,9,쏘쎄,나에게로 떠나는 여행,♪나에게로 떠나는 여행(버즈)
볼빨간사춘기,9,쏘쎄,나의 사춘기에게,♪나의 사춘기에게(볼빨간사춘기)
다비치,9,쏘쎄,난 너에게,♪난 너에게(다비치)
다비치,9,쏘쎄,남자도 우나요,♪남자도 우나요(다비치)
마야,9,쏘쎄,못다핀 꽃 한송이,♪못다핀 꽃 한송이(마야)
김소연,9,쏘쎄,미소를 띄우며 나를 보낸 그 모습처럼,♪미소를 띄우며 나를 보낸 그 모습처럼(김소연)
손승연,9,쏘쎄,미운오리새끼,♪미운오리새끼(손승연)
씨야,9,쏘쎄,미워요,♪미워요(씨야)
효린,9,쏘쎄,미치게 만들어,♪미치게 만들어(효린)
레드애플,9,쏘쎄,바람아 불어라,♪바람아 불어라(레드애플)
에메랄드 캐슬,9,쏘쎄,발걸음,♪발걸음(에메랄드 캐슬)
김연지,9,쏘쎄,봄날에(With 허각),♪봄날에(With 허각)(김연지)
비스트,9,쏘쎄,비가 오는 날엔,♪비가 오는 날엔(비스트)
제이세라,9,쏘쎄,사랑시 고백구 행복동,♪사랑시 고백구 행복동(제이세라)
지아,9,쏘쎄,사랑해 미안해,♪사랑해 미안해(지아)
서문탁,9,쏘,사미인곡,♪사미인곡(서문탁)
서문탁,9,쏘,사슬,♪사슬(서문탁)
이승기,9,쏘쎄,삭제,♪삭제(이승기)
홍진영,9,쏘쎄,산다는 건,♪산다는 건(홍진영)
스페이스 에이,9,쏘쎄,섹시한 남자,♪섹시한 남자(스페이스 에이)
에일리,9,쏘쎄,손대지마,♪손대지마(에일리)
"장혜진, 윤민수",9,쏘쎄,술이 문제야,"♪술이 문제야(장혜진, 윤민수)"
최유리,9,쏘쎄,숲,♪숲(최유리)
이선희,9,쏘쎄,아 옛날이여,♪아 옛날이여(이선희)
울랄라세션,9,쏘쎄,아름다운 밤,♪아름다운 밤(울랄라세션)
이승철,9,쏘쎄,아마추어,♪아마추어(이승철)
체리 필터,9,쏘쎄,안드로메다,♪안드로메다(체리 필터)
라디,9,쏘,엄마,♪엄마(라디)
"양희은, 김창기",9,쏘쎄,엄마가 딸에게(Feat. 김규리),"♪엄마가 딸에게(Feat. 김규리)(양희은, 김창기)"
김범수,9,쏘쎄,여행,♪여행(김범수)
김현철,9,쏘,연애,♪연애(김현철)
펀치,9,쏘쎄,영화 속에 나오는 주인공처럼,♪영화 속에 나오는 주인공처럼(펀치)
야다,9,쏘쎄,이미 슬픈 사랑,♪이미 슬픈 사랑(야다)
김광석,9,쏘쎄,잊어야 한다는 마음으로,♪잊어야 한다는 마음으로(김광석)
야다,9,쏘쎄,진혼,♪진혼(야다)
KCM,9,쏘쎄,흑백사진,♪흑백사진(KCM)
Luis Fonsi,8,쏘쎄,Despacito(Feat. Daddy Yankee),♪Despacito(Feat. Daddy Yankee)(Luis Fonsi)
Julie London,8,쏘,Fly Me To The Moon,♪Fly Me To The Moon(Julie London)
aespa(에스파),8,쏘쎄,Next Level,♪Next Level(aespa(에스파))
Mariah Carey,8,쏘쎄,Santa Claus Is Coming To Town,♪Santa Claus Is Coming To Town(Mariah Carey)
윤미래,8,쏘,검은 행복,♪검은 행복(윤미래)
버즈,8,쏘쎄,겁쟁이,♪겁쟁이(버즈)
다비치,8,쏘쎄,괜찮아 사랑이야,♪괜찮아 사랑이야(다비치)
거미,8,쏘쎄,구르미 그린 달빛,♪구르미 그린 달빛(거미)
신해철,8,쏘쎄,그대에게,♪그대에게(신해철)
이승철,8,쏘쎄,그런 사람 또 없습니다,♪그런 사람 또 없습니다(이승철)
장윤정,8,쏘쎄,꽃,♪꽃(장윤정)
서영은,8,쏘쎄,꿈을 꾼다,♪꿈을 꾼다(서영은)
백지영,8,쏘쎄,나쁜 사람,♪나쁜 사람(백지영)
V.O.S,8,쏘쎄,나이젠,♪나이젠(V.O.S)
남규리,8,쏘쎄,남자,♪남자(남규리)
린,8,쏘쎄,내 눈물 모아,♪내 눈물 모아(린)
자전거 탄 풍경,8,쏘쎄,너에게 난 나에게 넌,♪너에게 난 나에게 넌(자전거 탄 풍경)
성시경,8,쏘쎄,넌 감동이었어,♪넌 감동이었어(성시경)
"린, 이수(엠씨더맥스)",8,쏘,눈물 나게 만들었잖아,"♪눈물 나게 만들었잖아(린, 이수(엠씨더맥스))"
박효신,8,쏘쎄,눈의 꽃,♪눈의 꽃(박효신)
포맨,8,쏘쎄,다시 사랑 할 수 있을까(Feat. 다비치),♪다시 사랑 할 수 있을까(Feat. 다비치)(포맨)
조용필,8,쏘쎄,단발머리,♪단발머리(조용필)
다비치,8,쏘쎄,두사랑(Feat. 매드클라운),♪두사랑(Feat. 매드클라운)(다비치)
BLACKPINK(블랙핑크),8,쏘쎄,뚜두뚜두,♪뚜두뚜두(BLACKPINK(블랙핑크))
유성은,8,쏘쎄,마리화나,♪마리화나(유성은)
노사연,8,쏘쎄,바램,♪바램(노사연)
자자,8,쏘쎄,버스안에서,♪버스안에서(자자)
BLACKPINK(블랙핑크),8,쏘쎄,불장난,♪불장난(BLACKPINK(블랙핑크))
임재범,8,쏘쎄,비상,♪비상(임재범)
Khundi Panda,8,쏘,뿌리(Feat. JUSTHIS)(Prod. GroovyRoom),♪뿌리(Feat. JUSTHIS)(Prod. GroovyRoom)(Khundi Panda)
태연,8,쏘쎄,사계,♪사계(태연)
홍자,8,쏘쎄,사랑 참,♪사랑 참(홍자)
김광석,8,쏘쎄,사랑했지만,♪사랑했지만(김광석)
김길중,8,쏘쎄,사랑했지만,♪사랑했지만(김길중)
부활,8,쏘쎄,생각이나,♪생각이나(부활)
나미,8,쏘쎄,슬픈 인연,♪슬픈 인연(나미)
다비치,8,쏘쎄,시간아 멈춰라,♪시간아 멈춰라(다비치)
이은미,8,쏘쎄,애인 있어요,♪애인 있어요(이은미)
싸이,8,쏘쎄,어땠을까(Feat. 박정현),♪어땠을까(Feat. 박정현)(싸이)
씨야,8,쏘쎄,얼음인형,♪얼음인형(씨야)
빅마마,8,쏘쎄,여자,♪여자(빅마마)
키스,8,쏘쎄,여자이니까,♪여자이니까(키스)
윤종신,8,쏘쎄,오래전 그날,♪오래전 그날(윤종신)
왁스,8,쏘쎄,오빠,♪오빠(왁스)
신현희와김루트,8,쏘쎄,오빠야,♪오빠야(신현희와김루트)
엔플라잉,8,쏘쎄,옥탑방,♪옥탑방(엔플라잉)
백예린,8,쏘쎄,우주를 건너,♪우주를 건너(백예린)
영지,8,쏘쎄,이 노래 듣지마,♪이 노래 듣지마(영지)
아이유,8,쏘쎄,잔소리(With 2AM 슬옹),♪잔소리(With 2AM 슬옹)(아이유)
정재욱,8,쏘쎄,잘가요,♪잘가요(정재욱)
이승환,8,쏘쎄,천일동안,♪천일동안(이승환)
마로니에,8,쏘쎄,칵테일 사랑,♪칵테일 사랑(마로니에)
비비,8,쏘쎄,하늘땅 별땅,♪하늘땅 별땅(비비)
심은경,8,쏘,하얀 나비,♪하얀 나비(심은경)
김종국,8,쏘쎄,한 남자,♪한 남자(김종국)
Various Artists,8,쏘쎄,한국을 빛낸 100명의 위인들,♪한국을 빛낸 100명의 위인들(Various Artists)
SG 워너비,8,쏘쎄,한여름날의 꿈(Feat. 옥주현),♪한여름날의 꿈(Feat. 옥주현)(SG 워너비)
휘인,8,쏘,헤어지자(Prod. 정키),♪헤어지자(Prod. 정키)(휘인)
Ann One,8,쏘쎄,혼자하는 사랑,♪혼자하는 사랑(Ann One)
김연지,7,쏘쎄,10년이나 버티니,♪10년이나 버티니(김연지)
별,7,쏘쎄,12월 32일,♪12월 32일(별)
장혜진,7,쏘쎄,1994년 어느 늦은 밤,♪1994년 어느 늦은 밤(장혜진)
Anne Marie,7,쏘쎄,2002,♪2002(Anne Marie)
브라운아이드걸스,7,쏘쎄,Abracadabra,♪Abracadabra(브라운아이드걸스)
스페이스 에이,7,쏘,Again,♪Again(스페이스 에이)
박원,7,쏘쎄,all of my life,♪all of my life(박원)
Kelly Clarkson,7,쏘쎄,Because Of You,♪Because Of You(Kelly Clarkson)
거미,7,쏘쎄,Because Of You,♪Because Of You(거미)
Sia,7,쏘쎄,Chandelier,♪Chandelier(Sia)
BewhY,7,쏘,Day Day(Feat. 박재범)(Prod. by GRAY),♪Day Day(Feat. 박재범)(Prod. by GRAY)(BewhY)
"에일리, 2LSON",7,쏘쎄,I'm In Love,"♪I'm In Love(에일리, 2LSON)"
보아,7,쏘쎄,NO.1,♪NO.1(보아)
엄정화,7,쏘쎄,Poison,♪Poison(엄정화)
Adele,7,쏘,Someone Like You,♪Someone Like You(Adele)
Kelly Clarkson,7,쏘쎄,Stronger(What Doesn't Kill You),♪Stronger(What Doesn't Kill You)(Kelly Clarkson)
에스파,7,쏘쎄,Supernova,♪Supernova(aespa(에스파))
SG 워너비,7,쏘쎄,Timeless,♪Timeless(SG 워너비)
"티아라, 초신성",7,쏘쎄,TTL,"♪TTL(티아라, 초신성)"
박봄,7,쏘쎄,YOU AND I,♪YOU AND I(박봄)
케이윌,7,쏘,가슴이 뛴다,♪가슴이 뛴다(케이윌)
성시경,7,쏘쎄,거리에서,♪거리에서(성시경)
이적,7,쏘쎄,걱정말아요 그대,♪걱정말아요 그대(이적)
블랙펄,7,쏘쎄,결국... 너잖아,♪결국... 너잖아(블랙펄)
씨야,7,쏘쎄,결혼할까요,♪결혼할까요(씨야)
엠씨더맥스,7,쏘쎄,그대가 분다,♪그대가 분다(엠씨더맥스)
박미경,7,쏘쎄,기억속의 먼 그대에게,♪기억속의 먼 그대에게(박미경)
나비,7,쏘쎄,길에서,♪길에서(나비)
이루,7,쏘쎄,까만안경(Feat. Day Light),♪까만안경(Feat. Day Light)(이루)
김세정,7,쏘,꽃길(Prod. By ZICO),♪꽃길(Prod. By ZICO)(김세정)
조승우,7,쏘쎄,꽃이 피고 지듯이,♪꽃이 피고 지듯이(조승우)
다비치,7,쏘쎄,꿈처럼 내린,♪꿈처럼 내린(다비치)
이선희,7,쏘쎄,나 항상 그대를,♪나 항상 그대를(이선희)
아이유,7,쏘쎄,나의 옛날이야기,♪나의 옛날이야기(아이유)
다비치,7,쏘쎄,나의 오랜 연인에게,♪나의 오랜 연인에게(다비치)
서태지와 아이들,7,쏘쎄,난 알아요,♪난 알아요(서태지와 아이들)
김수희,7,쏘쎄,남행열차,♪남행열차(김수희)
김연우,7,쏘쎄,내가 너의 곁에 잠시 살았다는걸,♪내가 너의 곁에 잠시 살았다는걸(김연우)
엠씨더맥스,7,쏘쎄,넘쳐흘러,♪넘쳐흘러(엠씨더맥스)
씨스타,7,쏘쎄,니까짓게,♪니까짓게(씨스타)
브라운아이드걸스,7,쏘쎄,다가와서,♪다가와서(브라운아이드걸스)
서주경,7,쏘쎄,당돌한 여자,♪당돌한 여자(서주경)
선우정아,7,쏘쎄,도망가자,♪도망가자(선우정아)
아이유,7,쏘쎄,라일락,♪라일락(아이유)
포맨,7,쏘쎄,못해(Feat. 美),♪못해(Feat. 美)(포맨)
Esther(에스더),7,쏘쎄,뭐를 잘못한거니!,♪뭐를 잘못한거니!(Esther(에스더))
인순이,7,쏘쎄,밤이면 밤마다,♪밤이면 밤마다(인순이)
WSG워너비,7,쏘쎄,보고싶었어,♪보고싶었어(WSG워너비)
김윤아,7,쏘쎄,봄날은 간다,♪봄날은 간다(김윤아)
나훈아,7,쏘쎄,사내,♪사내(나훈아)
"양파, 다비치, HANNA",7,쏘쎄,사랑은 다 그런거래요,"♪사랑은 다 그런거래요(양파, 다비치, HANNA)"
나몰라패밀리,7,쏘쎄,사랑해요,♪사랑해요(나몰라패밀리)
윤도현(YB),7,쏘쎄,사랑했나봐,♪사랑했나봐(윤도현(YB))
멜로망스,7,쏘쎄,선물,♪선물(멜로망스)
아이오아이,7,쏘,소나기,♪소나기(아이오아이)
DK(디셈버),7,쏘쎄,심(心),♪심(心)(DK(디셈버))
마야,7,쏘쎄,아 대한민국,♪아 대한민국(마야)
김연자,7,쏘쎄,아모르 파티,♪아모르 파티(김연자)
정준일,7,쏘쎄,안아줘,♪안아줘(정준일)
터보,7,쏘쎄,어느 째즈바...,♪어느 째즈바...(터보)
제이,7,쏘쎄,어제처럼,♪어제처럼(제이)
이무진,7,쏘,에피소드,♪에피소드(이무진)
이선희,7,쏘쎄,여우비,♪여우비(이선희)
볼빨간사춘기,7,쏘쎄,여행,♪여행(볼빨간사춘기)
싸이,7,쏘쎄,연예인,♪연예인(싸이)
장윤정,7,쏘쎄,옆집누나,♪옆집누나(장윤정)
홍진영,7,쏘쎄,오늘 밤에,♪오늘 밤에(홍진영)
코요태,7,쏘쎄,우리의 꿈,♪우리의 꿈(코요태)
"씨야, 다비치, 티아라",7,쏘쎄,원더우먼,"♪원더우먼(씨야, 다비치, 티아라)"
K2 김성면,7,쏘,유리의 성,♪유리의 성(K2 김성면)
아이비,7,쏘쎄,유혹의 소나타,♪유혹의 소나타(아이비)
아이유,7,쏘쎄,이름에게,♪이름에게(아이유)
015B,7,쏘쎄,잠시 길을 잃다(Feat. 신보경),♪잠시 길을 잃다(Feat. 신보경)(015B)
"민서, 윤종신",7,쏘쎄,좋아,"♪좋아(민서, 윤종신)"
